   27   32     0     0  con    0  1.0D+00  1.7D-03  1.289D-02  1.774D+02
   28   33     0     0  con    0  1.0D+00  2.2D-03  1.406D-02  1.774D+02
   29   34     0     0  con    0  1.0D+00  2.7D-03  7.680D-03  1.774D+02
   30   35     0     0  con    0  1.0D+00  5.0D-04  7.616D-03  1.774D+02
   31   36     0     0  con    0  1.0D+00  6.0D-04  8.174D-03  1.774D+02
   32   37     0     0  con    0  1.0D+00  8.0D-04  5.900D-03  1.774D+02
   33   39     0     0  con    1  5.0D-01  9.1D-04  8.618D-03  1.774D+02
   34   40     0     0  con    0  1.0D+00  8.2D-04  4.971D-03  1.774D+02
   35   41     0     0  con    0  1.0D+00  4.2D-04  3.599D-03  1.774D+02
   36   42     0     0  con    0  1.0D+00  5.6D-04  3.097D-03  1.774D+02
   37   43     0     0  con    0  1.0D+00  7.6D-04  3.261D-03  1.774D+02
   38   44     0     0  con    0  1.0D+00  1.6D-04  2.221D-03  1.774D+02
   39   45     0     0  con    0  1.0D+00  1.2D-04  2.736D-03  1.774D+02
   40   46     0     0  con    0  1.0D+00  2.7D-04  2.804D-03  1.774D+02
   41   47     0     0  con    0  1.0D+00  4.1D-04  2.197D-03  1.774D+02
   42   49     0     0  con    1  2.8D-01  2.2D-04  2.035D-03  1.774D+02
   43   50     0     0  con    0  1.0D+00  3.0D-04  1.123D-03  1.774D+02
   44   51     0     0  con    0  1.0D+00  1.6D-04  8.364D-04  1.774D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.687E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     6.904D-01  1.295D+02
    1    2     1     0  ---    0  7.3D-02  1.0D+00  5.239D-01  1.254D+02
    2    3     0     0  con    0  1.0D+00  2.6D-01  3.727D-01  1.243D+02
    3    5     0     0  con    1  4.1D-01  1.6D-01  3.604D-01  1.240D+02
    4    6     0     0  con    0  1.0D+00  1.2D-01  2.617D-01  1.238D+02
    5    7     0     0  con    0  1.0D+00  1.3D-01  2.077D-01  1.237D+02
    6    8     0     0  con    0  1.0D+00  2.0D-01  1.708D-01  1.236D+02
    7    9     0     0  con    0  1.0D+00  4.0D-02  1.403D-01  1.236D+02
    8   10     0     0  con    0  1.0D+00  3.4D-02  1.324D-01  1.235D+02
    9   11     0     0  con    0  1.0D+00  6.3D-02  9.245D-02  1.235D+02
   10   13     0     0  con    1  3.1D-01  2.6D-02  9.863D-02  1.235D+02
   11   14     0     0  con    0  1.0D+00  2.9D-02  5.053D-02  1.235D+02
   12   15     0     0  con    0  1.0D+00  2.9D-02  4.253D-02  1.235D+02
   13   16     0     0  con    0  1.0D+00  2.2D-02  7.859D-02  1.235D+02
   14   17     0     0  con    0  1.0D+00  1.5D-02  4.517D-02  1.235D+02
   15   18     0     0  con    0  1.0D+00  8.8D-03  3.653D-02  1.235D+02
   16   19     0     0  con    0  1.0D+00  1.4D-02  3.321D-02  1.235D+02
   17   20     0     0  con    0  1.0D+00  1.5D-02  4.648D-02  1.235D+02
   18   21     0     0  con    0  1.0D+00  9.3D-03  2.553D-02  1.235D+02
   19   22     0     0  con    0  1.0D+00  4.1D-03  2.875D-02  1.235D+02
   20   23     0     0  con    0  1.0D+00  6.7D-03  2.456D-02  1.235D+02
   21   24     0     0  con    0  1.0D+00  9.3D-03  2.927D-02  1.235D+02
   22   25     0     0  con    0  1.0D+00  2.4D-03  2.019D-02  1.235D+02
   23   26     0     0  con    0  1.0D+00  2.7D-03  1.542D-02  1.235D+02
   24   27     0     0  con    0  1.0D+00  3.2D-03  1.364D-02  1.235D+02
   25   28     0     0  con    0  1.0D+00  6.7D-03  1.118D-02  1.235D+02
   26   29     0     0  con    0  1.0D+00  1.7D-03  8.159D-03  1.235D+02
   27   30     0     0  con    0  1.0D+00  7.8D-04  9.984D-03  1.235D+02
   28   31     0     0  con    0  1.0D+00  1.7D-03  1.029D-02  1.235D+02
   29   32     0     0  con    0  1.0D+00  2.2D-03  8.538D-03  1.235D+02
   30   34     0     0  con    1  4.9D-01  1.9D-03  6.942D-03  1.235D+02
   31   35     0     0  con    0  1.0D+00  1.2D-03  4.380D-03  1.235D+02
   32   36     0     0  con    0  1.0D+00  6.7D-04  3.394D-03  1.235D+02
   33   37     0     0  con    0  1.0D+00  1.1D-03  1.903D-03  1.235D+02
   34   39     0     0  con    1  4.0D-01  6.0D-04  2.782D-03  1.235D+02
   35   40     0     0  con    0  1.0D+00  5.9D-04  2.326D-03  1.235D+02
   36   41     0     0  con    0  1.0D+00  3.9D-04  1.761D-03  1.235D+02
   37   42     0     0  con    0  1.0D+00  4.9D-04  2.107D-03  1.235D+02
   38   43     0     0  con    0  1.0D+00  3.5D-04  1.016D-03  1.235D+02
   39   44     0     0  con    0  1.0D+00  2.6D-04  8.839D-04  1.235D+02
   40   45     0     0  con    0  1.0D+00  3.1D-04  1.005D-03  1.235D+02
   41   46     0     0  con    0  1.0D+00  1.6D-04  5.862D-04  1.235D+02
   42   47     0     0  con    0  1.0D+00  1.4D-04  6.432D-04  1.235D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.478E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     5.391D-01  8.930D+01
    1    2     1     0  ---    0  1.2D-01  1.0D+00  4.170D-01  8.624D+01
    2    3     0     0  con    0  1.0D+00  2.6D-01  2.983D-01  8.564D+01
    3    4     0     0  con    0  1.0D+00  3.9D-01  3.510D-01  8.548D+01
    4    5     0     0  con    0  1.0D+00  1.2D-01  1.683D-01  8.525D+01
    5    6     0     0  con    0  1.0D+00  4.6D-02  1.622D-01  8.521D+01
    6    7     0     0  con    0  1.0D+00  1.3D-01  1.354D-01  8.514D+01
    7    8     0     0  con    0  1.0D+00  1.1D-01  1.012D-01  8.509D+01
    8   10     0     0  con    1  4.9D-01  7.9D-02  7.647D-02  8.507D+01
    9   11     0     0  con    0  1.0D+00  4.1D-02  5.918D-02  8.505D+01
   10   12     0     0  con    0  1.0D+00  2.1D-02  5.402D-02  8.505D+01
   11   13     0     0  con    0  1.0D+00  3.7D-02  3.846D-02  8.504D+01
   12   14     0     0  con    0  1.0D+00  3.6D-02  4.953D-02  8.504D+01
   13   15     0     0  con    0  1.0D+00  9.8D-03  2.446D-02  8.504D+01
   14   16     0     0  con    0  1.0D+00  1.1D-02  2.333D-02  8.504D+01
   15   17     0     0  con    0  1.0D+00  1.3D-02  2.421D-02  8.503D+01
   16   18     0     0  con    0  1.0D+00  2.5D-02  3.091D-02  8.503D+01
   17   19     0     0  con    0  1.0D+00  1.5D-02  1.631D-02  8.503D+01
   18   20     0     0  con    0  1.0D+00  5.1D-03  1.659D-02  8.503D+01
   19   21     0     0  con    0  1.0D+00  3.7D-03  1.552D-02  8.503D+01
   20   22     0     0  con    0  1.0D+00  8.2D-03  1.210D-02  8.503D+01
   21   24     0     0  con    1  3.2D-01  4.2D-03  1.435D-02  8.503D+01
   22   25     0     0  con    0  1.0D+00  5.5D-03  1.069D-02  8.503D+01
   23   26     0     0  con    0  1.0D+00  4.6D-03  9.756D-03  8.503D+01
   24   27     0     0  con    0  1.0D+00  5.3D-03  4.210D-03  8.503D+01
   25   28     0     0  con    0  1.0D+00  2.6D-03  5.473D-03  8.503D+01
   26   29     0     0  con    0  1.0D+00  1.9D-03  6.285D-03  8.503D+01
   27   30     0     0  con    0  1.0D+00  2.4D-03  4.755D-03  8.503D+01
   28   31     0     0  con    0  1.0D+00  3.6D-03  7.297D-03  8.503D+01
   29   32     0     0  con    0  1.0D+00  9.7D-04  3.434D-03  8.503D+01
   30   33     0     0  con    0  1.0D+00  9.3D-04  2.691D-03  8.503D+01
   31   34     0     0  con    0  1.0D+00  1.2D-03  2.465D-03  8.503D+01
   32   36     0     0  con    1  4.6D-01  9.9D-04  2.336D-03  8.503D+01
   33   37     0     0  con    0  1.0D+00  1.1D-03  1.620D-03  8.503D+01
   34   38     0     0  con    0  1.0D+00  7.5D-04  1.372D-03  8.503D+01
   35   39     0     0  con    0  1.0D+00  7.2D-04  1.062D-03  8.503D+01
   36   40     0     0  con    0  1.0D+00  4.3D-04  9.890D-04  8.503D+01
   37   41     0     0  con    0  1.0D+00  3.6D-04  8.568D-04  8.503D+01
   38   42     0     0  con    0  1.0D+00  4.4D-04  5.472D-04  8.503D+01
   39   43     0     0  con    0  1.0D+00  5.1D-04  6.638D-04  8.503D+01

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.267E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     4.324D-01  6.071D+01
    1    2     1     0  ---    0  1.8D-01  1.0D+00  3.251D-01  5.850D+01
    2    3     0     0  con    0  1.0D+00  2.9D-01  2.019D-01  5.814D+01
    3    4     0     0  con    0  1.0D+00  3.8D-01  1.391D-01  5.794D+01
    4    5     0     0  con    0  1.0D+00  7.4D-02  1.232D-01  5.787D+01
    5    6     0     0  con    0  1.0D+00  3.0D-02  1.229D-01  5.785D+01
    6    7     0     0  con    0  1.0D+00  1.1D-01  1.017D-01  5.781D+01
    7    8     0     0  con    0  1.0D+00  9.4D-02  7.083D-02  5.779D+01
    8   10     0     0  con    1  4.8D-01  5.7D-02  5.628D-02  5.778D+01
    9   11     0     0  con    0  1.0D+00  2.8D-02  4.458D-02  5.778D+01
   10   12     0     0  con    0  1.0D+00  2.8D-02  3.618D-02  5.777D+01
   11   13     0     0  con    0  1.0D+00  3.2D-02  2.719D-02  5.777D+01
   12   14     0     0  con    0  1.0D+00  1.8D-02  2.127D-02  5.777D+01
   13   15     0     0  con    0  1.0D+00  1.6D-02  2.090D-02  5.777D+01
   14   16     0     0  con    0  1.0D+00  1.4D-02  1.925D-02  5.777D+01
   15   17     0     0  con    0  1.0D+00  2.7D-02  1.692D-02  5.777D+01
   16   18     0     0  con    0  1.0D+00  5.5D-03  8.419D-03  5.777D+01
   17   19     0     0  con    0  1.0D+00  3.7D-03  8.592D-03  5.777D+01
   18   20     0     0  con    0  1.0D+00  6.9D-03  9.072D-03  5.777D+01
   19   21     0     0  con    0  1.0D+00  1.2D-02  5.927D-03  5.777D+01
   20   22     0     0  con    0  1.0D+00  5.6D-03  7.041D-03  5.777D+01
   21   23     0     0  con    0  1.0D+00  1.5D-03  6.400D-03  5.777D+01
   22   24     0     0  con    0  1.0D+00  2.8D-03  5.444D-03  5.777D+01
   23   25     0     0  con    0  1.0D+00  6.5D-03  5.380D-03  5.777D+01
   24   26     0     0  con    0  1.0D+00  1.0D-03  3.168D-03  5.777D+01
   25   27     0     0  con    0  1.0D+00  1.8D-03  3.477D-03  5.777D+01
   26   28     0     0  con    0  1.0D+00  2.1D-03  3.265D-03  5.777D+01
   27   29     0     0  con    0  1.0D+00  3.0D-03  2.972D-03  5.777D+01
   28   31     0     0  con    1  4.5D-01  2.3D-03  1.531D-03  5.777D+01
   29   32     0     0  con    0  1.0D+00  2.5D-03  1.496D-03  5.777D+01
   30   33     0     0  con    0  1.0D+00  8.3D-04  1.483D-03  5.777D+01
   31   34     0     0  con    0  1.0D+00  2.1D-03  1.534D-03  5.777D+01
   32   35     0     0  con    0  1.0D+00  4.6D-04  8.697D-04  5.777D+01
   33   36     0     0  con    0  1.0D+00  2.4D-04  8.252D-04  5.777D+01
   34   37     0     0  con    0  1.0D+00  7.9D-04  7.181D-04  5.777D+01
   35   38     0     0  con    0  1.0D+00  7.8D-04  5.603D-04  5.777D+01
   36   39     0     0  con    0  1.0D+00  1.8D-04  2.144D-04  5.777D+01
   37   40     0     0  con    0  1.0D+00  1.6D-04  3.050D-04  5.777D+01
   38   41     0     0  con    0  1.0D+00  2.7D-04  3.210D-04  5.777D+01
   39   42     0     0  con    0  1.0D+00  3.5D-04  3.075D-04  5.777D+01
   40   44     0     0  con    1  5.0D-01  2.6D-04  2.188D-04  5.777D+01

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.320E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.219D-01  4.060D+01
    1    2     1     0  ---    0  3.0D-01  1.0D+00  2.518D-01  3.908D+01
    2    3     0     0  con    0  1.0D+00  3.3D-01  1.445D-01  3.887D+01
    3    4     0     0  con    0  1.0D+00  3.0D-01  9.064D-02  3.874D+01
    4    5     0     0  con    0  1.0D+00  5.0D-02  8.262D-02  3.871D+01
    5    6     0     0  con    0  1.0D+00  4.3D-02  7.637D-02  3.870D+01
    6    7     0     0  con    0  1.0D+00  1.3D-01  6.071D-02  3.868D+01
    7    9     0     0  con    1  4.4D-01  4.3D-02  4.393D-02  3.868D+01
    8   10     0     0  con    0  1.0D+00  2.0D-02  4.058D-02  3.867D+01
    9   11     0     0  con    0  1.0D+00  3.8D-02  3.045D-02  3.867D+01
   10   12     0     0  con    0  1.0D+00  3.0D-02  2.273D-02  3.867D+01
   11   13     0     0  con    0  1.0D+00  4.2D-02  1.878D-02  3.866D+01
   12   14     0     0  con    0  1.0D+00  9.1D-03  1.103D-02  3.866D+01
   13   15     0     0  con    0  1.0D+00  8.5D-03  1.061D-02  3.866D+01
   14   16     0     0  con    0  1.0D+00  1.5D-02  7.322D-03  3.866D+01
   15   17     0     0  con    0  1.0D+00  2.3D-02  9.951D-03  3.866D+01
   16   18     0     0  con    0  1.0D+00  9.7D-03  4.440D-03  3.866D+01
   17   19     0     0  con    0  1.0D+00  2.8D-03  4.758D-03  3.866D+01
   18   20     0     0  con    0  1.0D+00  6.5D-03  3.660D-03  3.866D+01
   19   22     0     0  con    1  5.0D-01  5.2D-03  6.332D-03  3.866D+01
   20   23     0     0  con    0  1.0D+00  5.7D-03  3.627D-03  3.866D+01
   21   24     0     0  con    0  1.0D+00  3.0D-03  2.549D-03  3.866D+01
   22   25     0     0  con    0  1.0D+00  4.7D-03  2.033D-03  3.866D+01
   23   26     0     0  con    0  1.0D+00  2.9D-03  2.084D-03  3.866D+01
   24   27     0     0  con    0  1.0D+00  1.3D-03  1.856D-03  3.866D+01
   25   28     0     0  con    0  1.0D+00  3.2D-03  1.919D-03  3.866D+01
   26   29     0     0  con    0  1.0D+00  2.4D-03  1.362D-03  3.866D+01
   27   30     0     0  con    0  1.0D+00  1.0D-03  1.035D-03  3.866D+01
   28   31     0     0  con    0  1.0D+00  2.3D-03  1.006D-03  3.866D+01
   29   32     0     0  con    0  1.0D+00  1.3D-03  7.343D-04  3.866D+01
   30   33     0     0  con    0  1.0D+00  1.5D-03  6.063D-04  3.866D+01
   31   34     0     0  con    0  1.0D+00  8.5D-04  2.854D-04  3.866D+01
   32   35     0     0  con    0  1.0D+00  9.5D-04  3.876D-04  3.866D+01
   33   36     0     0  con    0  1.0D+00  2.7D-04  2.483D-04  3.866D+01
   34   37     0     0  con    0  1.0D+00  1.8D-04  1.863D-04  3.866D+01
   35   38     0     0  con    0  1.0D+00  4.0D-04  2.031D-04  3.866D+01
   36   40     0     0  con    1  4.7D-01  2.9D-04  2.263D-04  3.866D+01
   37   41     0     0  con    0  1.0D+00  2.5D-04  1.800D-04  3.866D+01
   38   42     0     0  con    0  1.0D+00  2.1D-04  1.271D-04  3.866D+01

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.214E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.241D-01  2.674D+01
    1    2     1     0  ---    0  4.8D-01  1.0D+00  1.825D-01  2.573D+01
    2    3     0     0  con    0  1.0D+00  3.7D-01  8.216D-02  2.562D+01
    3    4     0     0  con    0  1.0D+00  2.3D-01  4.812D-02  2.555D+01
    4    5     0     0  con    0  1.0D+00  4.5D-02  4.429D-02  2.554D+01
    5    6     0     0  con    0  1.0D+00  7.0D-02  3.750D-02  2.553D+01
    6    7     0     0  con    0  1.0D+00  7.3D-02  3.346D-02  2.552D+01
    7    8     0     0  con    0  1.0D+00  7.2D-02  2.186D-02  2.552D+01
    8    9     0     0  con    0  1.0D+00  2.0D-02  2.070D-02  2.551D+01
    9   10     0     0  con    0  1.0D+00  2.1D-02  1.692D-02  2.551D+01
   10   11     0     0  con    0  1.0D+00  3.2D-02  1.017D-02  2.551D+01
   11   12     0     0  con    0  1.0D+00  3.6D-02  9.241D-03  2.551D+01
   12   13     0     0  con    0  1.0D+00  7.7D-03  3.966D-03  2.551D+01
   13   14     0     0  con    0  1.0D+00  7.4D-03  3.765D-03  2.551D+01
   14   15     0     0  con    0  1.0D+00  1.2D-02  2.800D-03  2.551D+01
   15   16     0     0  con    0  1.0D+00  1.9D-02  4.231D-03  2.551D+01
   16   17     0     0  con    0  1.0D+00  1.7D-02  2.769D-03  2.551D+01
   17   18     0     0  con    0  1.0D+00  6.8D-03  2.072D-03  2.551D+01
   18   19     0     0  con    0  1.0D+00  1.7D-03  2.283D-03  2.551D+01
   19   20     0     0  con    0  1.0D+00  6.2D-03  2.862D-03  2.551D+01
   20   22     0     0  con    1  5.1D-01  3.7D-03  1.467D-03  2.551D+01
   21   23     0     0  con    0  1.0D+00  3.1D-03  1.488D-03  2.551D+01
   22   24     0     0  con    0  1.0D+00  4.0D-03  1.242D-03  2.551D+01
   23   25     0     0  con    0  1.0D+00  3.0D-03  1.224D-03  2.551D+01
   24   26     0     0  con    0  1.0D+00  2.1D-03  9.911D-04  2.551D+01
   25   27     0     0  con    0  1.0D+00  3.2D-03  5.924D-04  2.551D+01
   26   28     0     0  con    0  1.0D+00  2.5D-03  8.542D-04  2.551D+01
   27   29     0     0  con    0  1.0D+00  1.3D-03  5.164D-04  2.551D+01
   28   30     0     0  con    0  1.0D+00  1.4D-03  4.636D-04  2.551D+01
   29   31     0     0  con    0  1.0D+00  1.4D-03  4.298D-04  2.551D+01
   30   33     0     0  con    1  5.0D-01  1.3D-03  3.985D-04  2.551D+01
   31   34     0     0  con    0  1.0D+00  1.4D-03  2.828D-04  2.551D+01
   32   35     0     0  con    0  1.0D+00  4.4D-04  1.735D-04  2.551D+01
   33   36     0     0  con    0  1.0D+00  7.3D-04  2.115D-04  2.551D+01
   34   37     0     0  con    0  1.0D+00  4.4D-04  9.443D-05  2.551D+01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.951E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.612D-01  1.739D+01
    1    2     1     0  ---    0  7.8D-01  1.0D+00  1.235D-01  1.674D+01
    2    3     0     0  con    0  1.0D+00  3.9D-01  8.426D-02  1.669D+01
    3    4     0     0  con    0  1.0D+00  1.7D-01  2.822D-02  1.664D+01
    4    5     0     0  con    0  1.0D+00  4.3D-02  2.955D-02  1.664D+01
    5    6     0     0  con    0  1.0D+00  8.9D-02  2.733D-02  1.663D+01
    6    7     0     0  con    0  1.0D+00  6.8D-02  1.867D-02  1.663D+01
    7    8     0     0  con    0  1.0D+00  2.2D-02  1.356D-02  1.663D+01
    8    9     0     0  con    0  1.0D+00  2.9D-02  1.203D-02  1.662D+01
    9   10     0     0  con    0  1.0D+00  2.3D-02  9.780D-03  1.662D+01
   10   11     0     0  con    0  1.0D+00  4.6D-02  5.618D-03  1.662D+01
   11   13     0     0  con    1  4.1D-01  1.7D-02  3.759D-03  1.662D+01
   12   14     0     0  con    0  1.0D+00  8.7D-03  3.272D-03  1.662D+01
   13   15     0     0  con    0  1.0D+00  1.3D-02  1.933D-03  1.662D+01
   14   16     0     0  con    0  1.0D+00  1.2D-02  1.021D-03  1.662D+01
   15   17     0     0  con    0  1.0D+00  1.2D-02  1.272D-03  1.662D+01
   16   18     0     0  con    0  1.0D+00  5.9D-03  1.271D-03  1.662D+01
   17   19     0     0  con    0  1.0D+00  5.7D-03  1.749D-03  1.662D+01
   18   20     0     0  con    0  1.0D+00  4.0D-03  1.373D-03  1.662D+01
   19   21     0     0  con    0  1.0D+00  5.0D-03  8.621D-04  1.662D+01
   20   22     0     0  con    0  1.0D+00  4.7D-03  8.275D-04  1.662D+01
   21   23     0     0  con    0  1.0D+00  4.5D-03  5.565D-04  1.662D+01
   22   24     0     0  con    0  1.0D+00  1.8D-03  4.013D-04  1.662D+01
   23   25     0     0  con    0  1.0D+00  2.1D-03  4.661D-04  1.662D+01
   24   26     0     0  con    0  1.0D+00  2.4D-03  4.638D-04  1.662D+01
   25   27     0     0  con    0  1.0D+00  4.8D-03  6.378D-04  1.662D+01
   26   28     0     0  con    0  1.0D+00  9.5D-04  2.059D-04  1.662D+01
   27   29     0     0  con    0  1.0D+00  4.2D-04  2.278D-04  1.662D+01
   28   30     0     0  con    0  1.0D+00  1.2D-03  2.102D-04  1.662D+01
   29   31     0     0  con    0  1.0D+00  1.8D-03  2.671D-04  1.662D+01
   30   32     0     0  con    0  1.0D+00  1.3D-03  1.651D-04  1.662D+01
   31   33     0     0  con    0  1.0D+00  3.9D-04  1.326D-04  1.662D+01
   32   34     0     0  con    0  1.0D+00  4.4D-04  9.747D-05  1.662D+01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.794E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.096D-01  1.118D+01
    1    2     1     0  ---    0  1.3D+00  1.0D+00  7.913D-02  1.078D+01
    2    3     0     0  con    0  1.0D+00  4.1D-01  7.207D-02  1.075D+01
    3    4     0     0  con    0  1.0D+00  1.6D-01  2.135D-02  1.072D+01
    4    5     0     0  con    0  1.0D+00  4.2D-02  2.169D-02  1.072D+01
    5    6     0     0  con    0  1.0D+00  7.5D-02  1.476D-02  1.072D+01
    6    7     0     0  con    0  1.0D+00  6.5D-02  1.088D-02  1.072D+01
    7    8     0     0  con    0  1.0D+00  3.1D-02  5.925D-03  1.071D+01
    8    9     0     0  con    0  1.0D+00  2.0D-02  5.420D-03  1.071D+01
    9   10     0     0  con    0  1.0D+00  2.2D-02  5.655D-03  1.071D+01
   10   11     0     0  con    0  1.0D+00  4.2D-02  4.809D-03  1.071D+01
   11   12     0     0  con    0  1.0D+00  1.4D-02  2.350D-03  1.071D+01
   12   13     0     0  con    0  1.0D+00  5.1D-03  1.461D-03  1.071D+01
   13   14     0     0  con    0  1.0D+00  1.2D-02  1.452D-03  1.071D+01
   14   15     0     0  con    0  1.0D+00  1.7D-02  1.474D-03  1.071D+01
   15   16     0     0  con    0  1.0D+00  1.3D-02  1.355D-03  1.071D+01
   16   17     0     0  con    0  1.0D+00  2.6D-03  8.296D-04  1.071D+01
   17   18     0     0  con    0  1.0D+00  3.0D-03  6.758D-04  1.071D+01
   18   19     0     0  con    0  1.0D+00  6.0D-03  4.910D-04  1.071D+01
   19   21     0     0  con    1  5.1D-01  5.0D-03  8.211D-04  1.071D+01
   20   22     0     0  con    0  1.0D+00  4.2D-03  5.004D-04  1.071D+01
   21   23     0     0  con    0  1.0D+00  2.9D-03  3.782D-04  1.071D+01
   22   24     0     0  con    0  1.0D+00  3.5D-03  2.301D-04  1.071D+01
   23   25     0     0  con    0  1.0D+00  5.1D-03  5.195D-04  1.071D+01
   24   26     0     0  con    0  1.0D+00  1.3D-03  1.854D-04  1.071D+01
   25   27     0     0  con    0  1.0D+00  7.4D-04  1.794D-04  1.071D+01
   26   28     0     0  con    0  1.0D+00  1.7D-03  1.527D-04  1.071D+01
   27   30     0     0  con    1  4.9D-01  1.4D-03  1.944D-04  1.071D+01
   28   31     0     0  con    0  1.0D+00  1.4D-03  1.728D-04  1.071D+01
   29   32     0     0  con    0  1.0D+00  1.6D-03  1.126D-04  1.071D+01
   30   33     0     0  con    0  1.0D+00  1.1D-03  1.079D-04  1.071D+01
   31   34     0     0  con    0  1.0D+00  1.5D-03  1.351D-04  1.071D+01
   32   35     0     0  con    0  1.0D+00  3.5D-04  3.057D-05  1.071D+01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.845E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     7.168D-02  7.126D+00
